"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0037227",11.3557112256578,1.49608134544301,0.819200780695387,1.82626943320665,0.0678096871238431,0.270703822889291
"FBgn0041621",13.0232006835014,-0.370903142659208,0.659311760389516,-0.562561090128411,0.573733793711546,0.829838972700875
"FBgn0037228",17988.537497534,0.227775030506222,0.091104151005754,2.50016083780679,0.0124136933581987,0.0825947439757023
"FBgn0037229",55.4219010962735,0.00972168484457404,0.317966499507011,0.030574556941209,0.975608833280547,0.993281686656728
"FBgn0267157",1.06649313772868,-2.11194989082273,2.35800280691632,-0.895651983376828,0.370438662839134,NA
"FBgn0041605",76.5556723980183,0.734995693180534,0.319516604069452,2.30033645769711,0.0214291657175139,0.121766917217815
"FBgn0037230",17.9481791385525,0.179092316365601,0.525358920324335,0.340895166022947,0.733182504047629,0.907825141381945
"FBgn0027930",1824.5794169735,0.121818988338749,0.098278960078789,1.23952256150338,0.215152038780994,0.537442796060654
"FBgn0037231",730.59062632272,-0.108109233828265,0.141999107150676,-0.761337419632858,0.446455555618065,0.750020832947794
"FBgn0037232",363.589234565763,-0.209129827704323,0.15139867637569,-1.38131873217554,0.167180981065055,0.471250976442553
"FBgn0261086",26.7130362611766,-0.149181765261472,0.430537971608434,-0.346500831748122,0.728966359237467,0.90603551137926
"FBgn0037234",908.462164492304,0.139771560059822,0.112681781013944,1.24040957466341,0.214823941366818,0.537403421802482
"FBgn0027866",2794.42666484295,-0.106121107352372,0.0964008169140817,-1.10083203389193,0.270969766990792,0.602053952846535
"FBgn0037236",1488.18702645423,-0.0206075859301022,0.103900100894438,-0.1983403842027,0.842778757226029,0.949849221959091
"FBgn0037235",1193.94095354247,0.0272419858469234,0.111832978572698,0.243595281057587,0.807544283395371,0.936151267586634
"FBgn0261434",1.03305593467799,-0.793176161364503,2.38867740871728,-0.332056626177261,0.739846500908026,NA
"FBgn0037238",31.1495558853034,-0.64460516299656,0.42337627625161,-1.52253491552152,0.127875103659735,0.402233826977953
"FBgn0266227",9.03266653444705,0.910961136319145,0.99604898641086,0.914574633122897,0.360414980733985,NA
"FBgn0037239",1129.7653342507,-0.913589052841829,0.106037446462057,-8.615720986536,6.95028262888858e-18,7.47416018204106e-16
"FBgn0037240",2542.05914072958,0.530683907164736,0.113926384450074,4.65812998214913,3.19094721101231e-06,7.45260298571403e-05
"FBgn0003882",1415.81400571169,-0.0726449347436587,0.0999295645157663,-0.726961386209155,0.46724961058378,0.763775109225205
"FBgn0037241",885.526509260772,0.0456035048521829,0.120263950001997,0.379195135794438,0.704542963406597,0.893557918006641
"FBgn0086608",49.9329612107215,0.247075576849015,0.316657501268455,0.780261247118065,0.435237118157764,0.742610683304437
"FBgn0267661",20.1742372202087,-0.406258686662235,0.509582431733949,-0.797238408082211,0.425312583574106,0.736061990844505
"FBgn0037242",131.737112587494,-0.0729595329955137,0.219355128946917,-0.332609195626193,0.739429301134986,0.909065776740645
"FBgn0086605",864.704365325393,-0.0963523414236958,0.115715235317664,-0.832667722268267,0.405032153327519,0.721277502603322
"FBgn0037244",412.232089463461,-0.0863218429811303,0.137247719098914,-0.628949198921975,0.529382315090033,0.801095319989511
"FBgn0266697",6.95987905610995,-0.1008248960533,0.950065547458238,-0.106124147247569,0.915483852595152,NA
"FBgn0263594",16300.6689043649,0.0880575236877546,0.0859432655828099,1.024600625664,0.305551669187102,0.634518339139363
"FBgn0052944",38.2596950678738,0.0125283892018939,0.385786099767632,0.0324749627045663,0.974093282362983,0.993281686656728
"FBgn0051528",4.61119749721295,2.16325686161419,1.19831963436673,1.8052419401084,0.0710368306316903,NA
"FBgn0037248",2620.52950035932,-0.2556843098715,0.0934370918245107,-2.7364326615785,0.00621093051130845,0.0492920988826445
"FBgn0051525",52.0544723373065,0.0696722585806354,0.327801913613448,0.212543782348979,0.831682824570575,0.945144495276564
"FBgn0037249",13765.1022678415,-0.112885106540392,0.0931634199692372,-1.21168916488539,0.225631388262902,0.55051243143101
"FBgn0037250",337.735662706247,0.0549896127720196,0.150832074903627,0.364575060093516,0.715428634459859,0.900355842928345
"FBgn0037251",5.89765601567616,0.530980637832055,0.880706836432444,0.602902822899553,0.546573337946351,NA
"FBgn0037252",2607.44708863553,-0.0257989104121965,0.099276386861957,-0.259869554359081,0.794964396731117,0.932898472933815
"FBgn0051522",1072.033068028,0.167434136758985,0.113411991985664,1.47633538418185,0.13985387961787,0.424123046338248
"FBgn0263620",123.690036989897,0.222300629290941,0.223306314956003,0.995496385020461,0.319494901588224,0.65002633493734
"FBgn0051523",6936.06136272508,-0.782811077548851,0.0901585153037212,-8.68260834721778,3.86794459948286e-18,4.26614453709628e-16
"FBgn0037254",10.4837360250879,0.00369100694038402,0.687026210475974,0.00537243977609948,0.995713433869421,0.998712199997144
"FBgn0037255",1743.41238031016,-0.0463423461027746,0.120560546180293,-0.384390644958357,0.700688933186709,0.891324396304192
"FBgn0085386",184.491064516057,0.331236496581051,0.180388808768571,1.83623639871145,0.0663227015844777,0.267498453694919
"FBgn0085454",1.42725120209016,-0.233111434151563,1.95211611905504,-0.119414737615304,0.904946785911735,NA
"FBgn0051526",12.1325109280088,0.342020146134291,0.764370037874186,0.44745362741519,0.654547562886193,0.870604929423302
"FBgn0037260",18.538713812831,0.683399063654078,0.527962254125152,1.29440894365922,0.19552420299952,0.514087627874349
"FBgn0265376",1.29076232769283,3.25230675769666,2.0810263401681,1.56283786270285,0.118090735995081,NA
"FBgn0087012",9.16181613379523,1.11180805213091,0.753991935387216,1.47456225982038,0.140330267610993,NA
"FBgn0037261",2160.66336665731,-0.014583063175567,0.103973694546592,-0.140257237555718,0.88845674976174,0.963328292448133
"FBgn0037262",884.342210941979,0.156924796139949,0.127090380843521,1.2347495939379,0.216923712238439,0.539674579637737
"FBgn0037263",15.3844339004053,0.169152268428151,0.570780724684958,0.296352453950708,0.766960931504842,0.921361936412102
"FBgn0040466",221.319337824525,0.509853511382017,0.180292864729405,2.82791841012255,0.00468517456792484,0.0396327992210987
"FBgn0022981",2.00583853157304,0.36488053644138,1.67762786593894,0.217497899176324,0.827820344029758,NA
"FBgn0087013",14434.4198788472,-0.171529619194753,0.0940643318242082,-1.82353518988808,0.0682223723592462,0.271469504813411
"FBgn0037265",226.820171814291,-0.12414438104078,0.171611553628113,-0.723403398059109,0.469432084167706,0.76516184541394
"FBgn0263346",2888.12886197123,0.0413482244672544,0.124333846285913,0.332558074107768,0.73946789557492,0.909065776740645
"FBgn0265039",0.754333140901254,-1.73563256832236,2.65456260122361,-0.653829963370362,0.513221359893647,NA
"FBgn0265040",1.58262514781043,2.23133311542972,1.99987124226982,1.115738387686,0.264534133647335,NA
"FBgn0053927",0.822432055078253,-1.10296700457617,2.57268811131033,-0.428721616012134,0.668125827864125,NA
"FBgn0037270",7985.4888524653,-0.10128970940448,0.102894941188178,-0.984399312880096,0.324919215780517,0.655092574023855
"FBgn0027570",39.4307110478398,-1.0068625527779,0.373558297799219,-2.69532910581755,0.00703191386669132,0.0542561031346596
"FBgn0026620",4612.0398103728,0.0243915622686942,0.094424051633273,0.258319377815166,0.796160432313827,0.933283580759757
"FBgn0010750",1334.65897674068,-0.064067876093552,0.123313842294518,-0.519551373158375,0.603376297749585,0.845277037866745
"FBgn0264907",3.7664448558169,1.89472670303396,1.15501131632246,1.64043994743423,0.1009137251091,NA
"FBgn0037275",12.8456578733345,0.428622386490574,0.653859084846366,0.655527156269894,0.51212840797154,0.792417390967474
"FBgn0037276",2.96836570760291,-0.624092484871239,1.44784419103984,-0.431049479449178,0.666432393663742,NA
"FBgn0260794",9588.34709133738,0.0929569540479603,0.105050272272805,0.884880657963076,0.376221001032939,0.699055998247597
"FBgn0026417",257.325720520394,0.322436333850008,0.196764382397909,1.63869258206476,0.101277299716495,0.347958709848646
"FBgn0037279",1540.88719351275,-0.115438976251997,0.120482619839561,-0.958137998706537,0.337993176632639,0.666375986855276
"FBgn0037280",1.24564395617596,1.28693828729363,2.1568940098138,0.596662738844886,0.550732574634632,NA
"FBgn0037282",1268.7661443282,-0.0289697489196443,0.105621502086824,-0.274278895369528,0.783870301894972,0.927397484475089
"FBgn0003002",6.37615416976088,-0.523763074410109,1.1200602751729,-0.46762043616738,0.640056047922889,NA
"FBgn0004913",2383.51162597145,-0.132620074815594,0.0971775187395484,-1.36471970611883,0.172341163546917,0.478583289216956
"FBgn0265082",4937.21497969141,-0.0943399065126172,0.0984597397175429,-0.958157179607173,0.337983505936742,0.666375986855276
"FBgn0266698",1.84790762428209,-0.419687697879388,1.63644222787728,-0.256463497904102,0.797592962535287,NA
"FBgn0004183",1.28512505356163,2.48813851964445,1.98599258679212,1.25284381029006,0.21026255425991,NA
"FBgn0004436",2328.93525858692,-0.212760544413871,0.117635222570088,-1.80864659211323,0.0705059251721681,0.277095694041189
"FBgn0037288",1.57027968917899,0.0897470520379711,1.81479392314728,0.0494530265355576,0.960558270758053,NA
"FBgn0250839",2.46566475633076,0.771594588793909,1.47772951833578,0.522148728315908,0.601566781154589,NA
"FBgn0037290",101.937192923362,3.07652398037755,0.277079217298728,11.1034093800715,1.20748069839481e-28,2.73367274955014e-26
"FBgn0037291",1.79313362688623,-0.763646507347089,1.65794281781903,-0.460598821105085,0.645086457558495,NA
"FBgn0263343",0.839254352516956,-0.8437751484558,2.51191326109757,-0.335909349070086,0.736939226760678,NA
"FBgn0037292",0.636406838743357,2.75981194176227,3.18075088183091,0.867660512970972,0.385580208629635,NA
"FBgn0263626",1.31179401432774,1.83150036979702,2.14843201383707,0.85248234898808,0.393946431650217,NA
"FBgn0267148",3.45374306616301,-0.299527606459806,1.26455099392829,-0.236864790663232,0.812761685733503,NA
"FBgn0010313",83.0594919592073,0.311534135608373,0.312403343818858,0.997217673153369,0.31865886432465,0.649164624623482
"FBgn0037293",1028.1028059246,-0.156625305280436,0.110241435544438,-1.42074805636308,0.155390016352523,0.450259451222888
"FBgn0040684",0.699504850403311,2.25037146568597,2.81591817469012,0.799160815790967,0.42419716950698,NA
"FBgn0037295",1.78644811740894,-0.00495133362488536,1.91591936698281,-0.00258431211157008,0.997938019561097,NA
"FBgn0037294",0.646418794048826,2.13348842089876,2.92074886870408,0.730459384495244,0.465109430702828,NA
"FBgn0259212",4940.30157649997,-0.13377450536468,0.103279330143066,-1.29526890985225,0.195227480361682,0.513621410872033
"FBgn0263018",2.42666443340844,0.964417298425132,1.46541418000417,0.658119261833802,0.510461499612497,NA
"FBgn0037296",8.39512327125558,0.521407682891549,0.811630022135445,0.642420399284511,0.520600258115105,NA
"FBgn0037297",450.057822132816,0.00329820286041068,0.140103921182568,0.0235411174260629,0.981218640599853,0.994908219433125
"FBgn0037298",1914.02035385699,0.150788934024157,0.095676194754497,1.57603398014604,0.115017972368415,0.378538491310433
"FBgn0040682",7.08938914572554,-0.524239795098997,0.845645139467356,-0.619928821951485,0.535304649315806,NA
"FBgn0037299",672.13611825169,-0.0934916475518246,0.125308032457173,-0.746094609567648,0.455610265347819,0.754955647321933
"FBgn0040208",1440.94123386302,-0.095103453184243,0.108199406385561,-0.878964648339646,0.379420443967678,0.702101351470308
"FBgn0037301",1348.37912958659,0.15702276248469,0.101049050757836,1.55392615078587,0.120202033083499,0.387976331952208
"FBgn0087005",3.69141900958495,0.318240008451185,1.2303096206893,0.258666601560741,0.795892490806114,NA
"FBgn0260462",8171.38059294122,-0.0659029196893955,0.0844158151575198,-0.780693991598858,0.43498249530863,0.742610683304437
"FBgn0053293",7.98109683070529,-0.83618827937424,0.861013469574323,-0.971167477539747,0.331464886268971,NA
"FBgn0264789",67.6566130886667,-0.597097151525354,0.407151597627765,-1.46652292414985,0.142505880629022,0.4286512246829
"FBgn0037304",12.8809119479953,0.0818227847067955,0.610670100750046,0.133988522782265,0.893411650088881,0.964489951777468
"FBgn0037305",816.802129344756,0.191621035366133,0.141323600306024,1.35590258775742,0.175130164064235,0.48334884923054
"FBgn0264785",2140.67114712602,-0.227924343795874,0.0935900660037039,-2.43534761250039,0.0148774896760693,0.0947380042066799
"FBgn0037307",5.76425819499974,0.513562430186933,0.95879553275652,0.53563289840374,0.592212287283946,NA
"FBgn0267443",30.4377063070305,-0.859370865740151,0.40767362099673,-2.1079874229759,0.0350320773459362,0.17279752448795
"FBgn0013576",3825.83626405446,-0.48945600850773,0.0911657002968169,-5.36886139100738,7.9235285100316e-08,2.44322995597856e-06
"FBgn0051538",19.1624360374844,-0.207235624569912,0.519527187473815,-0.398892742413711,0.689972237055156,0.886235639849056
"FBgn0037310",2.22601673300305,-1.51656284025825,1.54191503759823,-0.983557980354442,0.325332894086428,NA
"FBgn0037312",2455.90991003877,-0.170180415432763,0.117925370474827,-1.44311961664849,0.148986778237909,0.439250600815878
"FBgn0037313",2053.04492601013,-0.298708428839057,0.120455396104195,-2.47982604764897,0.0131446492102089,0.0857342055765178
"FBgn0250746",2382.89058308607,0.206943264769158,0.113432835787137,1.82436825574474,0.0680964177661552,0.271219204649182
"FBgn0037315",2904.59106523806,-0.0284744287221627,0.102177358938722,-0.278676499548588,0.780493098961465,0.926532652182349
"FBgn0264912",4.36211687509405,-0.189124473544162,1.13405279817736,-0.166768667074515,0.867552073437546,NA
"FBgn0003275",936.785146850112,0.00848938504313398,0.119016529985042,0.0713294619176085,0.943135547722362,0.982418587850282
"FBgn0086695",522.541019603817,-0.289302215282145,0.133290096927859,-2.17047043966608,0.0299712256387738,0.154489187639527
"FBgn0037317",240.533023212533,-0.00549022725084375,0.200288867619595,-0.0274115447158613,0.978131490357803,0.993842590238358
"FBgn0041707",5.62418543363179,0.376104628600087,0.935885085819964,0.401870522672735,0.687779317569066,NA
"FBgn0001311",22.3502488052359,0.524509230846724,0.468000266048955,1.12074558263575,0.262396173422856,0.592709527379235
"FBgn0037320",0.717675527994811,-0.348028672305694,2.89118129644083,-0.120375942087801,0.904185348239708,NA
"FBgn0264712",1377.92053376176,-0.161037573598881,0.0998750618410004,-1.61239022665388,0.106877050273434,0.360875985950682
"FBgn0037323",1.13638885884378,1.979742630245,2.26000157803766,0.875991702609338,0.381034544536313,NA
"FBgn0037324",1.43530453871811,1.99995409473971,2.07274925971106,0.964879898217164,0.334604970939867,NA
"FBgn0037326",6.34184034834157,1.08699220677625,1.02505563522262,1.06042264383062,0.288952365123832,NA
"FBgn0037325",6.27109036282488,-0.40750707326474,1.425076050871,-0.285954614854185,0.774912882760559,NA
"FBgn0037327",5725.97893130659,-0.124269342608995,0.0868817745271192,-1.43032693893937,0.152623206555502,0.445997773776149
"FBgn0037328",28698.7973646424,-0.264123007909296,0.111119725776574,-2.37692278363215,0.0174577422182763,0.105543890585967
"FBgn0037329",821.362084645238,-0.191329833247127,0.11571277248336,-1.65348931791122,0.0982313183380524,0.343809614183183
"FBgn0037330",567.572946854515,0.241024067401552,0.135553463724966,1.77807383727636,0.0753917287327231,0.289533360850456
"FBgn0011715",1558.31090099077,0.0322973311126222,0.108505713440637,0.297655580415974,0.765966049124817,0.921237084254055
"FBgn0037332",433.114032157056,0.12012959931024,0.13501792417233,0.889730752762227,0.373610476993747,0.696567498322422
"FBgn0015402",1023.81249970792,0.0226033826481414,0.114105596671357,0.198091796612246,0.842973243014955,0.949849221959091
"FBgn0051550",1788.39606081296,0.0100390181986729,0.12506802450784,0.0802684638074187,0.936023739494838,0.98013214994742
"FBgn0051547",22.3819477338822,-0.197676797710895,0.507096281407504,-0.389821035883404,0.696668887522433,0.889099053666975
"FBgn0010399",10.0554748392108,0.831387968082944,0.692299242770408,1.20090838862677,0.229786739898184,0.554473019280357
"FBgn0010051",3798.500937294,-0.111933724281106,0.103618712087649,-1.08024624149375,0.280032541697724,0.610663324670915
"FBgn0264427",5.9861003016142,0.655430586103981,0.930202947171654,0.704610309069502,0.481052781204388,NA
"FBgn0037336",2028.66652124976,-0.0934197474737884,0.102603394657786,-0.910493729621444,0.362562187084834,0.68794055921721
"FBgn0014342",289.33475984061,0.221510568185051,0.155557173549606,1.42398169837158,0.154451770039156,0.448693498122865
"FBgn0086768",1178.400183521,-0.0389677121975982,0.120463584022597,-0.323481262107297,0.746330796050491,0.911769928773413
"FBgn0037338",357.594866936155,0.0282240693705759,0.152192519132666,0.185449781181249,0.852876265776703,0.952041393076399
"FBgn0037339",1616.43983812839,0.100332487695322,0.101408428030501,0.989390030433603,0.322472350393327,0.652910314101281
"FBgn0263484",1.67493529983279,-0.189706412352618,1.82256332946342,-0.104087693023248,0.917099757349908,NA
"FBgn0037340",243.259819236256,0.263971789071351,0.170658863588592,1.54678042218603,0.121916202669066,0.391506193192227
"FBgn0037341",353.031379329779,-0.277363007778927,0.161069057739698,-1.72201297798098,0.0850671675675745,0.312858291909999
"FBgn0037342",548.5581777385,-0.0494269240801925,0.129079502987726,-0.38291845673509,0.701780225982201,0.891921300653697
"FBgn0041191",1145.12081751442,-0.37148920484988,0.11004589767462,-3.37576604580288,0.000736104845632049,0.00860422552577788
"FBgn0023023",464.56189395252,0.0835133213920527,0.14440654048974,0.578320906441118,0.56304748215283,0.823416655026084
"FBgn0037344",5783.54799856665,-0.114366635852922,0.124075651114113,-0.921749229812535,0.356659395250742,0.6826119638136
"FBgn0037345",188.655366536202,0.324241884341168,0.193425813548708,1.67631133814266,0.093677225208364,0.332743669887513
"FBgn0014366",842.538066109992,0.0283639398566271,0.110604846599885,0.25644391478824,0.79760808213891,0.933307996567966
"FBgn0015324",6124.53197979366,-0.0798946344551695,0.0878910085208582,-0.909019429856799,0.363339869733821,0.688516608705152
"FBgn0250753",9625.71718299924,0.00650625848236088,0.0955948176930079,0.0680607865507417,0.945737245739627,0.983461564740482
"FBgn0082961",3.76867621508446,-1.53313514787081,1.26021599566001,-1.21656537700734,0.223769622604828,NA
"FBgn0082962",4.75560576076005,-0.741705599570169,1.05518086236483,-0.70291797930062,0.482106865836341,NA
"FBgn0082978",3.45209039272119,0.12209167215301,1.20789284338649,0.101078231253287,0.919488358473625,NA
"FBgn0082979",4.03219076525431,0.438957737503179,1.11741207046693,0.392834254349652,0.694441903019656,NA
"FBgn0082954",1.77393468303265,-0.196436464855259,1.78958105589533,-0.109766732391443,0.912594375280193,NA
"FBgn0086662",4.4366648933247,0.754275137975357,1.02827150564286,0.733536944120414,0.46323100363361,NA
"FBgn0082988",1.83726143034171,0.581982344423463,1.78877672174278,0.32535214560286,0.744914569189778,NA
"FBgn0037347",392.747771639036,-0.026024281880034,0.142526981853807,-0.182591966388004,0.855118188266326,0.952912620492285
"FBgn0261004",2123.30824124052,0.160339422835519,0.100299752629108,1.59860237570503,0.109908981531482,0.368060322349295
"FBgn0017550",1829.26147757191,-0.197616026172343,0.102465037406392,-1.92861907997523,0.0537781685991796,0.232957494692217
"FBgn0263619",3.73368853783286,0.43919191284376,1.13978117794939,0.385330027675946,0.699992917044471,NA
"FBgn0019637",1778.18644953565,0.0732189156195496,0.104867080526461,0.698206865795926,0.485047833355842,0.774326621849016
"FBgn0044823",252.169647485069,0.197764345278421,0.174704238977966,1.1319951160622,0.257636487721782,0.587754730606922
"FBgn0037350",157.508862957743,-0.316209513225002,0.200267649036598,-1.57893456454975,0.114351066860501,0.377498936377931
"FBgn0037351",55199.9850728171,-0.251673333721729,0.121636772394836,-2.06905632866343,0.0385408011670689,0.184652652513697
"FBgn0260002",1.05825185627188,1.14377413398916,2.28508875963233,0.500538164728968,0.616696190166179,NA
"FBgn0051551",24.0380152788555,0.0988569298634129,0.54456055937639,0.181535236368605,0.855947477970723,0.952912620492285
"FBgn0051549",792.137869187881,0.293737120758971,0.125651166619901,2.33771900938681,0.0194018293931519,0.11448491409101
"FBgn0037354",644.657186790912,-0.11786625014246,0.122437903978033,-0.962661449706027,0.335717448717254,0.664677280665889
"FBgn0051546",64.799273233726,0.52034610640574,0.285147831675934,1.82482925908097,0.068026799036518,0.271067416447969
"FBgn0051548",629.637419814088,-0.283811921100411,0.149218801858214,-1.90198498825963,0.0571731171639049,0.242415143894073
"FBgn0037356",331.45279223004,0.282017631510946,0.156422913903584,1.80291764469223,0.0714011494764984,0.279337921303463
"FBgn0027951",3345.06417239233,-0.153543408572079,0.104937126941399,-1.46319432451989,0.143414213350345,0.429505419752431
"FBgn0262125",5597.51118620211,-0.0460391877290559,0.110414330639644,-0.416967502880695,0.676702177669342,0.882066624212084
"FBgn0037358",1070.69346860172,0.00479217157781052,0.129600269142433,0.036976555755018,0.970503698751228,0.99228086252122
"FBgn0037359",244.947151954754,0.264695330703748,0.182677522999816,1.44897591316703,0.147344309319831,0.435772261322451
"FBgn0037360",2538.5975849369,-0.0356414698733679,0.0919802558126564,-0.38749044083941,0.698393160384542,0.889983166758734
"FBgn0264902",3.40325718844585,0.226276844318379,1.23383976022153,0.183392407680032,0.854490132638482,NA
"FBgn0046222",1172.32200021556,-0.0677383644594164,0.102915999197031,-0.658190805976944,0.51041553189904,0.791243836919784
"FBgn0010772",1564.24714383824,-0.193444620433306,0.104492473095888,-1.85127803660835,0.0641295641365333,0.261596320657466
"FBgn0037363",2460.15881629427,-0.284690379298254,0.104576992590508,-2.72230413445734,0.00648284498849203,0.0508403969334521
"FBgn0037364",545.952398818314,0.19537374452584,0.12989233937709,1.50412060836514,0.132550314881406,0.409831758201525
"FBgn0261261",1746.23796085164,-0.379477495863837,0.119786598261111,-3.16794617572035,0.00153519940019428,0.0158932857278837
"FBgn0037365",5.59675863842345,-0.360955066160022,1.0192034459246,-0.354154087295665,0.723223409550983,NA
"FBgn0004878",7.49474169153063,0.0850424297306783,0.811057385352085,0.104853776399263,0.916491837792844,NA
"FBgn0037368",97.8240711074095,0.0293677040397516,0.242666567846319,0.121020807688475,0.903674554174502,0.96791545804146
"FBgn0037369",408.640368566617,0.414689239888809,0.13960105654109,2.97053081232771,0.00297285581510084,0.0273827393761376
"FBgn0037370",785.98116641504,0.155452854693655,0.116190743840852,1.33791083140479,0.1809255058735,0.492274246945829
"FBgn0037371",1259.6987180902,0.0732454063241325,0.101480260980164,0.72176998380453,0.470435906745307,0.765623850109609
"FBgn0027497",2380.12629238876,0.0543170432678533,0.110652377432262,0.490880038263112,0.623511296315741,0.855514155342492
"FBgn0037372",331.320153449656,0.0353099030376121,0.157033403054343,0.224856001021596,0.822091298869142,0.941551317372346
"FBgn0266672",2043.60525974528,-0.104114700828344,0.0930165420159748,-1.11931381850836,0.263006282662463,0.593228327193913
"FBgn0027608",17.3328759559188,-0.0171098712890002,0.545086063797397,-0.0313893023971343,0.974959072399315,0.993281686656728
"FBgn0037374",1551.54436275914,-0.014510171370024,0.127012151264846,-0.114242387248188,0.909045651677866,0.969837996065858
"FBgn0037375",61.0567353180979,-0.669466662325179,0.30719359585233,-2.17929888957385,0.029309471669862,0.152080449201341
"FBgn0037376",1534.74215248708,-0.105967966695491,0.0991258027025068,-1.06902505509608,0.285058379693946,0.614872776890691
"FBgn0028690",2578.11013944729,0.269004383524089,0.0910930136489254,2.95307370728603,0.00314626829491775,0.0286730361665015
"FBgn0037377",548.663831011612,-0.214069096299001,0.126432682651363,-1.69314683363395,0.0904275215997236,0.324144986801009
"FBgn0037378",603.698740940338,0.080140713430008,0.139966733090693,0.57256972182154,0.566936065546508,0.824852185336818
"FBgn0037379",1450.08219732084,-0.085709173330573,0.108803071496012,-0.787745898641424,0.43084535223335,0.740128307760286
"FBgn0263353",19.3374343763537,1.37772470113543,0.571846518309972,2.40925608012294,0.01598507739287,0.0990965060887987
"FBgn0261561",125.38003803677,0.560699162606014,0.214613249270605,2.61260273776961,0.00898556808527425,0.0650150060871441
"FBgn0037382",843.302275863313,0.124851357710038,0.119254338203013,1.04693346666765,0.295130265280867,0.624294485422006
"FBgn0037383",269.912593757324,-0.115406425343432,0.153855670986129,-0.750095362775652,0.45319727220493,0.753111093834075
"FBgn0037384",307.731086588865,0.210369950964401,0.161428491109052,1.3031773357919,0.192514225841013,0.509440480917831
"FBgn0037385",1.75688822522931,0.0891837956485635,1.62481439952403,0.0548886049229308,0.956227210148164,NA
"FBgn0037386",27.3536050365309,-0.156437839686822,0.473709196565559,-0.330240241948041,0.741218442174968,0.909452813263188
"FBgn0037387",24.0835906587919,-0.716645189306026,0.45847610621377,-1.56310259050202,0.118028466428279,0.384730213991677
"FBgn0037388",1.08193993824219,1.04681910341596,2.26896304620016,0.461364544992954,0.64453708423481,NA
"FBgn0037389",1.30779412776535,-2.65125380114127,2.24895553858167,-1.17888226585987,0.238445060307967,NA
"FBgn0029088",1657.2974214239,0.127280357593043,0.103463586819919,1.23019471395843,0.218624198883754,0.542649735429007
